BOOK_ID,last_name,first_name,title,Date,url
774,Dickens,Charles,The Life And Adventures Of Nicholas Nickleby,1839,"https://archive.org/details/texts?&and[]=The%20Life%20And%20Adventures%20Of%20Nicholas%20Nickleby&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dickens"""
775,Dickens,Charles,The Mystery Of Edwin Drood,1870,"https://archive.org/details/texts?&and[]=The%20Mystery%20Of%20Edwin%20Drood&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dickens"""
776,Dickens,Charles,The Old Curiosity Shop,1841,"https://archive.org/details/texts?&and[]=The%20Old%20Curiosity%20Shop&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dickens"""
777,Dickens,Charles,The Personal History Of David Copperfield,1850,"https://archive.org/details/texts?&and[]=The%20Personal%20History%20Of%20David%20Copperfield&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dickens"""
778,Dickens,Charles,The Posthumous Papers Of The Pickwick Club,1837,"https://archive.org/details/texts?&and[]=The%20Posthumous%20Papers%20Of%20The%20Pickwick%20Club&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dickens"""
780,Diehl,Alice,Griselda A Novel,1886,"https://archive.org/details/texts?&and[]=Griselda%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Diehl"""
781,Loudon,Margracia,Dilemmas Of Pride,1833,"https://archive.org/details/texts?&and[]=Dilemmas%20Of%20Pride&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Loudon"""
782,Dillon-Lee,Henry,Rosaline De Vere,1824,"https://archive.org/details/texts?&and[]=Rosaline%20De%20Vere&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dillon-Lee"""
783,Dillwyn,Elizabeth,A Burglary Or Unconscious Influence,1883,"https://archive.org/details/texts?&and[]=A%20Burglary%20Or%20Unconscious%20Influence&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dillwyn"""
784,Dillwyn,Elizabeth,Jill,1884,"https://archive.org/details/texts?&and[]=Jill&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dillwyn"""
785,Disraeli,Benjamin,A Year At Hartlebury Or The Election,1834,"https://archive.org/details/texts?&and[]=A%20Year%20At%20Hartlebury%20Or%20The%20Election&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
786,Disraeli,Benjamin,Coningsby Or The New Generation,1844,"https://archive.org/details/texts?&and[]=Coningsby%20Or%20The%20New%20Generation&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
787,Disraeli,Benjamin,Contarini Fleming A Psychological Autobiography,1832,"https://archive.org/details/texts?&and[]=Contarini%20Fleming%20A%20Psychological%20Autobiography&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
788,Disraeli,Benjamin,Henrietta Temple A Love Story By B Disraeli,1837,"https://archive.org/details/texts?&and[]=Henrietta%20Temple%20A%20Love%20Story%20By%20B%20Disraeli&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
789,Disraeli,Benjamin,Lothair,1870,"https://archive.org/details/texts?&and[]=Lothair&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
790,Disraeli,Benjamin,Sybil Or The Two Nations,1845,"https://archive.org/details/texts?&and[]=Sybil%20Or%20The%20Two%20Nations&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
791,Disraeli,Benjamin,Tancred Or The New Crusade,1847,"https://archive.org/details/texts?&and[]=Tancred%20Or%20The%20New%20Crusade&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
792,Disraeli,Benjamin,The Wondrous Tale Of Alroy The Rise Of Iskander,1833,"https://archive.org/details/texts?&and[]=The%20Wondrous%20Tale%20Of%20Alroy%20The%20Rise%20Of%20Iskander&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
793,Disraeli,Benjamin,Venetia,1837,"https://archive.org/details/texts?&and[]=Venetia&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
794,Disraeli,Benjamin,Vivian Grey A New Edition,1826,"https://archive.org/details/texts?&and[]=Vivian%20Grey%20A%20New%20Edition&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Disraeli"""
795,DIsraeli,Isaac,Despotism Or The Fall Of The Jesuits A Political Romance Illustrated By Historical Anecdotes,1811,"https://archive.org/details/texts?&and[]=Despotism%20Or%20The%20Fall%20Of%20The%20Jesuits%20A%20Political%20Romance%20Illustrated%20By%20Historical%20Anecdotes&and[]=mediatype%3A%22texts%22&and[]=creator%3A""DIsraeli"""
796,Dixie,Florence,Redeemed In Blood,1889,"https://archive.org/details/texts?&and[]=Redeemed%20In%20Blood&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dixie"""
797,Donelan,A M,Flora Adair Or Love Works Wonders,1867,"https://archive.org/details/texts?&and[]=Flora%20Adair%20Or%20Love%20Works%20Wonders&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Donelan"""
798,Donelan,A M,What Tis To Love,1873,"https://archive.org/details/texts?&and[]=What%20Tis%20To%20Love&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Donelan"""
799,Dormer,Elizabeth,Lady Selina Clifford A Novel And Other Tales,1851,"https://archive.org/details/texts?&and[]=Lady%20Selina%20Clifford%20A%20Novel%20And%20Other%20Tales&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dormer"""
800,Doudney,Sarah,A Romance Of Lincolns Inn,1893,"https://archive.org/details/texts?&and[]=A%20Romance%20Of%20Lincolns%20Inn&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Doudney"""
801,Doudney,Sarah,Godiva Durleigh A Novel For Girls,1891,"https://archive.org/details/texts?&and[]=Godiva%20Durleigh%20A%20Novel%20For%20Girls&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Doudney"""
802,Davies,Christiana,Father Godfrey,1873,"https://archive.org/details/texts?&and[]=Father%20Godfrey&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Davies"""
803,Douglas,Gertrude,Brown As A Berry A Novel,1874,"https://archive.org/details/texts?&and[]=Brown%20As%20A%20Berry%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Douglas"""
804,Dowling,Richard,An Isle Of Surrey A Novel,1889,"https://archive.org/details/texts?&and[]=An%20Isle%20Of%20Surrey%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dowling"""
805,Dowling,Richard,Tempestdriven A Romance,1886,"https://archive.org/details/texts?&and[]=Tempestdriven%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dowling"""
806,Dowling,Richard,The Weird Sisters A Romance,1880,"https://archive.org/details/texts?&and[]=The%20Weird%20Sisters%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dowling"""
807,Downes,Joseph,The Mountain Decameron,1836,"https://archive.org/details/texts?&and[]=The%20Mountain%20Decameron&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Downes"""
808,Downey,Edmund,In One Town A Novel,1886,"https://archive.org/details/texts?&and[]=In%20One%20Town%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Downey"""
809,Dowson,Ernest,A Comedy Of Masks A Novel,1893,"https://archive.org/details/texts?&and[]=A%20Comedy%20Of%20Masks%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dowson"""
810,Doyle,Arthur,The Sign Of Four,1890,"https://archive.org/details/texts?&and[]=The%20Sign%20Of%20Four&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Doyle"""
811,Drewry,Edith,On Dangerous Ground A Novel,1883,"https://archive.org/details/texts?&and[]=On%20Dangerous%20Ground%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Drewry"""
812,Drury,Anna,Deep Waters A Novel,1863,"https://archive.org/details/texts?&and[]=Deep%20Waters%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Drury"""
813,Du Bois,Edward,Old Nick A Satirical Story,1801,"https://archive.org/details/texts?&and[]=Old%20Nick%20A%20Satirical%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Du%20Bois"""
815,Hungerford,Margaret,A Born Coquette A Novel,1890,"https://archive.org/details/texts?&and[]=A%20Born%20Coquette%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
816,Hungerford,Margaret,Aprils Lady A Novel,1890,"https://archive.org/details/texts?&and[]=Aprils%20Lady%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
817,Hungerford,Margaret,A Lifes Remorse A Novel,1889,"https://archive.org/details/texts?&and[]=A%20Lifes%20Remorse%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
818,Hungerford,Margaret,A Point Of Conscience,1896,"https://archive.org/details/texts?&and[]=A%20Point%20Of%20Conscience&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
819,Hungerford,Margaret,Nor Wife Nor Maid,1892,"https://archive.org/details/texts?&and[]=Nor%20Wife%20Nor%20Maid&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
820,Hungerford,Margaret,Peters Wife A Novel,1894,"https://archive.org/details/texts?&and[]=Peters%20Wife%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
821,Hungerford,Margaret,The Hoyden A Novel,1894,"https://archive.org/details/texts?&and[]=The%20Hoyden%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
822,Hungerford,Margaret,The Professors Experiment A Novel,1895,"https://archive.org/details/texts?&and[]=The%20Professors%20Experiment%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
823,Hungerford,Margaret,Undercurrents,1888,"https://archive.org/details/texts?&and[]=Undercurrents&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hungerford"""
824,Duff,Henrietta,Honor Carmichael A Study,1880,"https://archive.org/details/texts?&and[]=Honor%20Carmichael%20A%20Study&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duff"""
825,Duffield,Alexander,Masston A Story Of These Modern Days,1877,"https://archive.org/details/texts?&and[]=Masston%20A%20Story%20Of%20These%20Modern%20Days&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duffield"""
826,Duffy,Arabella,Winifred Power,1883,"https://archive.org/details/texts?&and[]=Winifred%20Power&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duffy"""
827,Duganne,Augustine,Bianca Or The Star Of The Valley A Romance Of The Alps,1854,"https://archive.org/details/texts?&and[]=Bianca%20Or%20The%20Star%20Of%20The%20Valley%20A%20Romance%20Of%20The%20Alps&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duganne"""
828,Duganne,Augustine,The Prince Corsair Or The Three Brothers Of Guzan A Tale Ofthe Indian Ocean,1850,"https://archive.org/details/texts?&and[]=The%20Prince%20Corsair%20Or%20The%20Three%20Brothers%20Of%20Guzan%20A%20Tale%20Ofthe%20Indian%20Ocean&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duganne"""
829,Duganne,Augustine,The Tenanthouse Or Embers From Povertys Hearthstone1857,1857,"https://archive.org/details/texts?&and[]=The%20Tenanthouse%20Or%20Embers%20From%20Povertys%20Hearthstone1857&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duganne"""
830,Duganne,Augustine,The Two Clerks Or The Orphans Gratitude Being Theadventures Of Henry Fowler And Richard Martin,1843,"https://archive.org/details/texts?&and[]=The%20Two%20Clerks%20Or%20The%20Orphans%20Gratitude%20Being%20Theadventures%20Of%20Henry%20Fowler%20And%20Richard%20Martin&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duganne"""
831,Dunham,Emily,A Womans Lovelesson,1895,"https://archive.org/details/texts?&and[]=A%20Womans%20Lovelesson&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dunham"""
832,Dunn,George,Red Cap And Blue Jacket,1894,"https://archive.org/details/texts?&and[]=Red%20Cap%20And%20Blue%20Jacket&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dunn"""
833,Durand,Henry,Helen Treveryan Or The Ruling Race,1892,"https://archive.org/details/texts?&and[]=Helen%20Treveryan%20Or%20The%20Ruling%20Race&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Durand"""
834,Duros,Edward,Otterbourne A Story Of The English Marches,1832,"https://archive.org/details/texts?&and[]=Otterbourne%20A%20Story%20Of%20The%20English%20Marches&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Duros"""
835,Durant,Valentine,A Modern Minister,1878,"https://archive.org/details/texts?&and[]=A%20Modern%20Minister&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Durant"""
836,Dutton,Mary,Womans Temptation A Novel,1860,"https://archive.org/details/texts?&and[]=Womans%20Temptation%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dutton"""
837,East,Timothy,The Sheepfold And The Common Or Within And Without,1858,"https://archive.org/details/texts?&and[]=The%20Sheepfold%20And%20The%20Common%20Or%20Within%20And%20Without&and[]=mediatype%3A%22texts%22&and[]=creator%3A""East"""
838,East,Wilfrid,Maurice Elvington Or One Out Of Suits With Fortune An Autobiography,1856,"https://archive.org/details/texts?&and[]=Maurice%20Elvington%20Or%20One%20Out%20Of%20Suits%20With%20Fortune%20An%20Autobiography&and[]=mediatype%3A%22texts%22&and[]=creator%3A""East"""
839,Eaton,Charlotte,At Home And Abroad Or Memoirs Of Emily De Cardonnell,1831,"https://archive.org/details/texts?&and[]=At%20Home%20And%20Abroad%20Or%20Memoirs%20Of%20Emily%20De%20Cardonnell&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eaton"""
840,Eaton,Charlotte,Continental Adventures A Novel,1826,"https://archive.org/details/texts?&and[]=Continental%20Adventures%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eaton"""
841,Eaton,Charlotte,Vittoria Colonna A Tale Of Rome In The Nineteenth Century,1827,"https://archive.org/details/texts?&and[]=Vittoria%20Colonna%20A%20Tale%20Of%20Rome%20In%20The%20Nineteenth%20Century&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eaton"""
842,Eden,Emily,The Semiattached Couple,1860,"https://archive.org/details/texts?&and[]=The%20Semiattached%20Couple&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eden"""
843,Eden,Eleanor,Dumbleton Common,1867,"https://archive.org/details/texts?&and[]=Dumbleton%20Common&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eden"""
844,Edgeworth,Maria,Belinda,1801,"https://archive.org/details/texts?&and[]=Belinda&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
845,Edgeworth,Maria,Castle Rackrent An Hibernian Tale Taken From Facts And From The Manners Of The Irish Squires Before The Year 1782,1800,"https://archive.org/details/texts?&and[]=Castle%20Rackrent%20An%20Hibernian%20Tale%20Taken%20From%20Facts%20And%20From%20The%20Manners%20Of%20The%20Irish%20Squires%20Before%20The%20Year%201782&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
847,Edgeworth,Maria,Ennui Or Memoirs Of The Earl Of Glenthorn,1809,"https://archive.org/details/texts?&and[]=Ennui%20Or%20Memoirs%20Of%20The%20Earl%20Of%20Glenthorn&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
848,Edgeworth,Maria,Harrington A Tale And Ormond A Tale,1817,"https://archive.org/details/texts?&and[]=Harrington%20A%20Tale%20And%20Ormond%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
850,Edgeworth,Maria,Patronage,1814,"https://archive.org/details/texts?&and[]=Patronage&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
851,Edgeworth,Maria,Tales Of Fashionable Life,1809,"https://archive.org/details/texts?&and[]=Tales%20Of%20Fashionable%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
852,Edgeworth,Maria,Tales Of Real Life Forming A Sequel To Miss Edgeworths Tales Of Fashionable Life,1810,"https://archive.org/details/texts?&and[]=Tales%20Of%20Real%20Life%20Forming%20A%20Sequel%20To%20Miss%20Edgeworths%20Tales%20Of%20Fashionable%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
853,Edgeworth,Maria,The Absentee In Tales Of Fashionable Life,1812,"https://archive.org/details/texts?&and[]=The%20Absentee%20In%20Tales%20Of%20Fashionable%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
854,Edgeworth,Maria,The Bracelets,1849,"https://archive.org/details/texts?&and[]=The%20Bracelets&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
855,Edgeworth,Maria,The Modern Griselda A Tale,1805,"https://archive.org/details/texts?&and[]=The%20Modern%20Griselda%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edgeworth"""
856,Edmonds,Elizabeth,Mary Myles A Study,1888,"https://archive.org/details/texts?&and[]=Mary%20Myles%20A%20Study&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edmonds"""
857,Edwards,,A Tantalus Cup A Novel,1879,"https://archive.org/details/texts?&and[]=A%20Tantalus%20Cup%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edwards"""
858,Edwards,Amelia,Barbaras History,1864,"https://archive.org/details/texts?&and[]=Barbaras%20History&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edwards"""
859,Edwards,Amelia,Debenhams Vow,1870,"https://archive.org/details/texts?&and[]=Debenhams%20Vow&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edwards"""
860,Edwards,Amelia,Half A Million Of Money A Novel,1866,"https://archive.org/details/texts?&and[]=Half%20A%20Million%20Of%20Money%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edwards"""
861,Edwards,Amelia,Miss Carew,1865,"https://archive.org/details/texts?&and[]=Miss%20Carew&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Edwards"""
862,Egan,Pierce,Life In London Or The Day And Night Scenes Of Jerry Hawthorn Esq And His Elegant Friend Corinthian Tom In Their Rambles And Sprees Through The Metropolis,1821,"https://archive.org/details/texts?&and[]=Life%20In%20London%20Or%20The%20Day%20And%20Night%20Scenes%20Of%20Jerry%20Hawthorn%20Esq%20And%20His%20Elegant%20Friend%20Corinthian%20Tom%20In%20Their%20Rambles%20And%20Sprees%20Through%20The%20Metropolis&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Egan"""
863,Egan,Pierce,Quintin Matsys The Blacksmith Of Antwerp An Historical Romance By Pierce Egan The Younger,1889,"https://archive.org/details/texts?&and[]=Quintin%20Matsys%20The%20Blacksmith%20Of%20Antwerp%20An%20Historical%20Romance%20By%20Pierce%20Egan%20The%20Younger&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Egan"""
864,Egan,Pierce,The Flower Of The Flock,1858,"https://archive.org/details/texts?&and[]=The%20Flower%20Of%20The%20Flock&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Egan"""
865,Eggleston,Edward,The Circuit Rider A Tale Of The Heroic Age,1902,"https://archive.org/details/texts?&and[]=The%20Circuit%20Rider%20A%20Tale%20Of%20The%20Heroic%20Age&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eggleston"""
866,Eggleston,Edward,The End Of The World A Love Story,1872,"https://archive.org/details/texts?&and[]=The%20End%20Of%20The%20World%20A%20Love%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eggleston"""
867,Eggleston,Edward,The Hoosier Schoolmaster A Novel,1871,"https://archive.org/details/texts?&and[]=The%20Hoosier%20Schoolmaster%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eggleston"""
868,Eggleston,Edward,The Mystery Of Metropolisville,1872,"https://archive.org/details/texts?&and[]=The%20Mystery%20Of%20Metropolisville&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eggleston"""
869,Eiloart,Elizabeth,Meg,1868,"https://archive.org/details/texts?&and[]=Meg&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eiloart"""
870,Eiloart,Elizabeth,Out Of Her Sphere,1872,"https://archive.org/details/texts?&and[]=Out%20Of%20Her%20Sphere&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Eiloart"""
871,Evans,Marian,Adam Bede,1859,"https://archive.org/details/texts?&and[]=Adam%20Bede&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
872,Evans,Marian,Daniel Deronda,1876,"https://archive.org/details/texts?&and[]=Daniel%20Deronda&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
873,Evans,Marian,Felix Holt The Radical,1866,"https://archive.org/details/texts?&and[]=Felix%20Holt%20The%20Radical&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
874,Evans,Marian,Middlemarch A Study Of Provincial Life,1871,"https://archive.org/details/texts?&and[]=Middlemarch%20A%20Study%20Of%20Provincial%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
875,Evans,Marian,Romola,1863,"https://archive.org/details/texts?&and[]=Romola&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
876,Evans,Marian,Scenes Of Clerical Life,1858,"https://archive.org/details/texts?&and[]=Scenes%20Of%20Clerical%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
877,Evans,Marian,Silas Marner The Weaver Of Raveloe,1861,"https://archive.org/details/texts?&and[]=Silas%20Marner%20The%20Weaver%20Of%20Raveloe&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
878,Evans,Marian,The Mill On The Floss,1860,"https://archive.org/details/texts?&and[]=The%20Mill%20On%20The%20Floss&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Evans"""
879,Hervey,Elizabeth,The Mourtray Family A Novel,1800,"https://archive.org/details/texts?&and[]=The%20Mourtray%20Family%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Hervey"""
880,Elliot,Frances,The Illtempered Cousin A Novel,1885,"https://archive.org/details/texts?&and[]=The%20Illtempered%20Cousin%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Elliot"""
881,Ellis,Sarah,Family Secrets Or Hints To Those Who Would Make Home Happy,1841,"https://archive.org/details/texts?&and[]=Family%20Secrets%20Or%20Hints%20To%20Those%20Who%20Would%20Make%20Home%20Happy&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
882,Ellis,Sarah,Friends At Their Own Fireside Or Pictures Of The Private Life Of The People Called Quakers,1858,"https://archive.org/details/texts?&and[]=Friends%20At%20Their%20Own%20Fireside%20Or%20Pictures%20Of%20The%20Private%20Life%20Of%20The%20People%20Called%20Quakers&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
883,Ellis,Sarah,Home Or The Iron Rule A Domestic Story,1836,"https://archive.org/details/texts?&and[]=Home%20Or%20The%20Iron%20Rule%20A%20Domestic%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
884,Ellis,Sarah,Northern Roses A Yorkshire Story,1868,"https://archive.org/details/texts?&and[]=Northern%20Roses%20A%20Yorkshire%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
885,Ellis,Sarah,Temper And Temperament Or Varieties Of Character,1846,"https://archive.org/details/texts?&and[]=Temper%20And%20Temperament%20Or%20Varieties%20Of%20Character&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
886,Ellis,Sarah,Agatha Beaufort Or Family Pride,1852,"https://archive.org/details/texts?&and[]=Agatha%20Beaufort%20Or%20Family%20Pride&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
888,Ellis,Sarah,Pique A Novel,1864,"https://archive.org/details/texts?&and[]=Pique%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
889,Ellis,Sarah,Temper And Temperament Or Varieties Of Character,1846,"https://archive.org/details/texts?&and[]=Temper%20And%20Temperament%20Or%20Varieties%20Of%20Character&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ellis"""
890,Elton,Arthur,Herbert Chauncey A Man More Sinned Against Than Sinning,1860,"https://archive.org/details/texts?&and[]=Herbert%20Chauncey%20A%20Man%20More%20Sinned%20Against%20Than%20Sinning&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Elton"""
891,Elton,John,Edith Vernon Or Contrasts Of Character,1855,"https://archive.org/details/texts?&and[]=Edith%20Vernon%20Or%20Contrasts%20Of%20Character&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Elton"""
892,Elton,Arthur,Below The Surface A Story Of English Country Life,1857,"https://archive.org/details/texts?&and[]=Below%20The%20Surface%20A%20Story%20Of%20English%20Country%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Elton"""
893,Paxton,Mary,Miss Elvesters Girls A Novel,1883,"https://archive.org/details/texts?&and[]=Miss%20Elvesters%20Girls%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Paxton"""
894,Lipscomb,George,The Grey Friar And The Black Spirit Of The Wye A Romance,1810,"https://archive.org/details/texts?&and[]=The%20Grey%20Friar%20And%20The%20Black%20Spirit%20Of%20The%20Wye%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Lipscomb"""
895,Unknown,,Love Stories Of The English Wateringplaces,1869,https://archive.org/details/texts?&and[]=Love%20Stories%20Of%20The%20English%20Wateringplaces&and[]=mediatype%3A%22texts%22
896,English,Thomas,Ambrose Fecit Or The Peer And The Printer,1867,"https://archive.org/details/texts?&and[]=Ambrose%20Fecit%20Or%20The%20Peer%20And%20The%20Printer&and[]=mediatype%3A%22texts%22&and[]=creator%3A""English"""
897,Erroll,Henry,By Womans Favour,1890,"https://archive.org/details/texts?&and[]=By%20Womans%20Favour&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Erroll"""
898,Erroll,Henry,The Academician,1888,"https://archive.org/details/texts?&and[]=The%20Academician&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Erroll"""
899,Esmond,Henry,A Lifes Hazard Or The Outlaw Of Wentworth Waste,1880,"https://archive.org/details/texts?&and[]=A%20Lifes%20Hazard%20Or%20The%20Outlaw%20Of%20Wentworth%20Waste&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Esmond"""
900,Wilson,Augusta,Inez A Tale Of The Alamo,1850,"https://archive.org/details/texts?&and[]=Inez%20A%20Tale%20Of%20The%20Alamo&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson"""
901,Wilson,Augusta,Macaria Or Altars Of Sacrifice,1883,"https://archive.org/details/texts?&and[]=Macaria%20Or%20Altars%20Of%20Sacrifice&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson"""
902,Wilson,Augusta,St Elmo A Novel,1866,"https://archive.org/details/texts?&and[]=St%20Elmo%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson"""
903,Wilson,Augusta,Vashti Or _Xxuntil Death Us Do Part_Xx A Novel,1869,"https://archive.org/details/texts?&and[]=Vashti%20Or%20_Xxuntil%20Death%20Us%20Do%20Part_Xx%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wilson"""
904,Everett-Green,Evelyn,Monica A Novel,1889,"https://archive.org/details/texts?&and[]=Monica%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Everett-Green"""
905,Everett-Green,Evelyn,Torwoods Trust A Novel,1884,"https://archive.org/details/texts?&and[]=Torwoods%20Trust%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Everett-Green"""
