BOOK_ID,last_name,first_name,title,Date,url
2038,Lane,Henry,Geralds Ordeal A Novel,1872,"https://archive.org/details/texts?&and[]=Geralds%20Ordeal%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Lane"""
2039,Murray,Charles,The Prairiebird,1844,"https://archive.org/details/texts?&and[]=The%20Prairiebird&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Murray"""
2040,Murray,Hugh,Corasmin Or The Minister A Romance,1814,"https://archive.org/details/texts?&and[]=Corasmin%20Or%20The%20Minister%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Murray"""
2041,Myers,Peter,Ellen Welles Or The Siege Of Fort Stanwix A Tale Of The Revolution,1848,"https://archive.org/details/texts?&and[]=Ellen%20Welles%20Or%20The%20Siege%20Of%20Fort%20Stanwix%20A%20Tale%20Of%20The%20Revolution&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Myers"""
2042,Myers,Peter,The First Of The Knickerbockers A Tale Of 1673,1848,"https://archive.org/details/texts?&and[]=The%20First%20Of%20The%20Knickerbockers%20A%20Tale%20Of%201673&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Myers"""
2043,Myers,Peter,The King Of The Hurons,1850,"https://archive.org/details/texts?&and[]=The%20King%20Of%20The%20Hurons&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Myers"""
2044,Myers,Peter,The Misers Heir Or The Young Millionaire And Ellen Wellesor The Siege Of Fort Stanwix,1854,"https://archive.org/details/texts?&and[]=The%20Misers%20Heir%20Or%20The%20Young%20Millionaire%20And%20Ellen%20Wellesor%20The%20Siege%20Of%20Fort%20Stanwix&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Myers"""
2045,Myers,Peter,The Prisoner Of The Border A Tale Of 1838,1857,"https://archive.org/details/texts?&and[]=The%20Prisoner%20Of%20The%20Border%20A%20Tale%20Of%201838&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Myers"""
2046,Myers,Peter,The Young Patroon Or Christmas In 1690 A Tale Of New York,1849,"https://archive.org/details/texts?&and[]=The%20Young%20Patroon%20Or%20Christmas%20In%201690%20A%20Tale%20Of%20New%20York&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Myers"""
2047,Nares,Edward,I Says Says I A Novel,1812,"https://archive.org/details/texts?&and[]=I%20Says%20Says%20I%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Nares"""
2048,Neal,John,Authorship A Tale,1830,"https://archive.org/details/texts?&and[]=Authorship%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neal"""
2049,Neal,John,Rachel Dyer A North American Story,1828,"https://archive.org/details/texts?&and[]=Rachel%20Dyer%20A%20North%20American%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neal"""
2050,Neal,John,True Womanhood A Tale,1859,"https://archive.org/details/texts?&and[]=True%20Womanhood%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neal"""
2051,Neale,Erskine,Whychcotte Of St Johns Or The Court The Camp The Quarterdeck And The Cloister,1833,"https://archive.org/details/texts?&and[]=Whychcotte%20Of%20St%20Johns%20Or%20The%20Court%20The%20Camp%20The%20Quarterdeck%20And%20The%20Cloister&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neale"""
2052,Neale,William,Scapegrace At Sea Or Soldiers Afloat And Sailors Ashore,1863,"https://archive.org/details/texts?&and[]=Scapegrace%20At%20Sea%20Or%20Soldiers%20Afloat%20And%20Sailors%20Ashore&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neale"""
2053,Neale,William,The Port Admiral,1833,"https://archive.org/details/texts?&and[]=The%20Port%20Admiral&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neale"""
2054,Neale,William,Will Watch From The Autobiography Of A British Officer,1834,"https://archive.org/details/texts?&and[]=Will%20Watch%20From%20The%20Autobiography%20Of%20A%20British%20Officer&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neale"""
2055,Needell,Mary,Julian Karslakes Secret A Novel,1881,"https://archive.org/details/texts?&and[]=Julian%20Karslakes%20Secret%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Needell"""
2056,Needell,Mary,Lucia Hugh And Another A Novel,1883,"https://archive.org/details/texts?&and[]=Lucia%20Hugh%20And%20Another%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Needell"""
2057,Needell,Mary,Passing The Love Of Women A Novel,1892,"https://archive.org/details/texts?&and[]=Passing%20The%20Love%20Of%20Women%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Needell"""
2058,Needell,Mary,The Story Of Philip Methuen,1886,"https://archive.org/details/texts?&and[]=The%20Story%20Of%20Philip%20Methuen&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Needell"""
2059,Harwood,Isabella,Carleton Grange A Novel,1866,"https://archive.org/details/texts?&and[]=Carleton%20Grange%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Harwood"""
2060,Neri,Mary,The Eve Of Sanpietro A Tale,1804,"https://archive.org/details/texts?&and[]=The%20Eve%20Of%20Sanpietro%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neri"""
2061,Neville,Mary,Alice Godolphin And A Little Heiress,1876,"https://archive.org/details/texts?&and[]=Alice%20Godolphin%20And%20A%20Little%20Heiress&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neville"""
2062,Neville,Mary,Arthur Or A Knight Of Our Own Day,1876,"https://archive.org/details/texts?&and[]=Arthur%20Or%20A%20Knight%20Of%20Our%20Own%20Day&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Neville"""
2063,Newall,John,Natures Nobility A Novel,1879,"https://archive.org/details/texts?&and[]=Natures%20Nobility%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Newall"""
2064,Newby,Emma,Married A Tale,1869,"https://archive.org/details/texts?&and[]=Married%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Newby"""
2065,Newman,Mary,Jean,1875,"https://archive.org/details/texts?&and[]=Jean&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Newman"""
2066,Newman,John,Loss And Gain,1848,"https://archive.org/details/texts?&and[]=Loss%20And%20Gain&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Newman"""
2067,Nicholson,Jessie,After Long Waiting,1897,"https://archive.org/details/texts?&and[]=After%20Long%20Waiting&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Nicholson"""
2068,Noble,Frances,Violet Mortimer,1879,"https://archive.org/details/texts?&and[]=Violet%20Mortimer&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Noble"""
2069,Noel,Augusta,From Generation To Generation,1879,"https://archive.org/details/texts?&and[]=From%20Generation%20To%20Generation&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Noel"""
2070,Noel,Augusta,Owen Gwynnes Great Work,1875,"https://archive.org/details/texts?&and[]=Owen%20Gwynnes%20Great%20Work&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Noel"""
2071,Smith,Ad?le,A Railway Foundling,1890,"https://archive.org/details/texts?&and[]=A%20Railway%20Foundling&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Smith"""
2073,Phipps,Constantine,Matilda A Tale Of The Day,1826,"https://archive.org/details/texts?&and[]=Matilda%20A%20Tale%20Of%20The%20Day&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Phipps"""
2074,Norris,William,A Victim Of Good Luck A Novel,1894,"https://archive.org/details/texts?&and[]=A%20Victim%20Of%20Good%20Luck%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2075,Norris,William,His Grace,1892,"https://archive.org/details/texts?&and[]=His%20Grace&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2076,Norris,William,Mademoiselle De Mersac,1900,"https://archive.org/details/texts?&and[]=Mademoiselle%20De%20Mersac&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2077,Norris,William,Marcia,1890,"https://archive.org/details/texts?&and[]=Marcia&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2078,Norris,William,Matrimony,1881,"https://archive.org/details/texts?&and[]=Matrimony&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2079,Norris,William,Matthew Austin,1894,"https://archive.org/details/texts?&and[]=Matthew%20Austin&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2080,Norris,William,Misadventure,1890,"https://archive.org/details/texts?&and[]=Misadventure&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2081,Norris,William,Miss Shafto,1889,"https://archive.org/details/texts?&and[]=Miss%20Shafto&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2082,Norris,William,Miss Wentworths Idea A Novel,1891,"https://archive.org/details/texts?&and[]=Miss%20Wentworths%20Idea%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2083,Norris,William,Mr Chaines Sons A Novel,1891,"https://archive.org/details/texts?&and[]=Mr%20Chaines%20Sons%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2084,Norris,William,My Friend Jim,1886,"https://archive.org/details/texts?&and[]=My%20Friend%20Jim&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2085,Norris,William,No New Thing,1883,"https://archive.org/details/texts?&and[]=No%20New%20Thing&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2086,Norris,William,Saint Anns A Novel,1997,"https://archive.org/details/texts?&and[]=Saint%20Anns%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2087,Norris,,Euphronia Or The Captive A Romance,1810,"https://archive.org/details/texts?&and[]=Euphronia%20Or%20The%20Captive%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2088,Norris,William,A Bachelors Blunder,1886,"https://archive.org/details/texts?&and[]=A%20Bachelors%20Blunder&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2089,Norris,William,Adrian Vidal,1885,"https://archive.org/details/texts?&and[]=Adrian%20Vidal&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2090,Norris,William,Billy Bellew,1895,"https://archive.org/details/texts?&and[]=Billy%20Bellew&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2091,Norris,William,The Countess Radna A Novel,1893,"https://archive.org/details/texts?&and[]=The%20Countess%20Radna%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2092,Norris,William,The Dancer In Yellow,1896,"https://archive.org/details/texts?&and[]=The%20Dancer%20In%20Yellow&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2093,North,William,The Impostor Or Born Without A Conscience,1847,"https://archive.org/details/texts?&and[]=The%20Impostor%20Or%20Born%20Without%20A%20Conscience&and[]=mediatype%3A%22texts%22&and[]=creator%3A""North"""
2094,Norton,Caroline,Old Sir Douglas,1867,"https://archive.org/details/texts?&and[]=Old%20Sir%20Douglas&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norton"""
2095,Norton,Caroline,The Coquette And Other Tales And Sketches In Prose And Verse,1835,"https://archive.org/details/texts?&and[]=The%20Coquette%20And%20Other%20Tales%20And%20Sketches%20In%20Prose%20And%20Verse&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norton"""
2096,Norton,Caroline,The Wife And Womans Reward,1835,"https://archive.org/details/texts?&and[]=The%20Wife%20And%20Womans%20Reward&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norton"""
2097,Norway,George,Tregarthen,1896,"https://archive.org/details/texts?&and[]=Tregarthen&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norway"""
2098,Notley,Frances,Forgotten Lives A Novel,1875,"https://archive.org/details/texts?&and[]=Forgotten%20Lives%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Notley"""
2099,Notley,Frances,Beneath The Wheels A Romance,1870,"https://archive.org/details/texts?&and[]=Beneath%20The%20Wheels%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Notley"""
2100,Grenville,George,Legends Of The Library At Lilies,1832,"https://archive.org/details/texts?&and[]=Legends%20Of%20The%20Library%20At%20Lilies&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Grenville"""
2101,Nugent,Norman,The Amusements Of A Man Of Fashion,1873,"https://archive.org/details/texts?&and[]=The%20Amusements%20Of%20A%20Man%20Of%20Fashion&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Nugent"""
2102,Nunn,Lorenzo,The Militia Major A Novel,1852,"https://archive.org/details/texts?&and[]=The%20Militia%20Major%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Nunn"""
2103,OMeara,Kathleen,A Womans Trials,1867,"https://archive.org/details/texts?&and[]=A%20Womans%20Trials&and[]=mediatype%3A%22texts%22&and[]=creator%3A""OMeara"""
2104,OMeara,Kathleen,Narka A Novel,1888,"https://archive.org/details/texts?&and[]=Narka%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""OMeara"""
2105,OReilly,Eleanor,Phoebes Fortunes,1850,"https://archive.org/details/texts?&and[]=Phoebes%20Fortunes&and[]=mediatype%3A%22texts%22&and[]=creator%3A""OReilly"""
2106,OBrien,Fitz,The Diamond Lens,1858,"https://archive.org/details/texts?&and[]=The%20Diamond%20Lens&and[]=mediatype%3A%22texts%22&and[]=creator%3A""OBrien"""
2107,Norris,William,A Bachelors Blunder,1886,"https://archive.org/details/texts?&and[]=A%20Bachelors%20Blunder&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Norris"""
2108,OKeeffe,Adelaide,Dudley,1819,"https://archive.org/details/texts?&and[]=Dudley&and[]=mediatype%3A%22texts%22&and[]=creator%3A""OKeeffe"""
2109,Unknown,,Uncle Tweazy And His Quizzical Neighbours A Comisatiric Novel,1816,https://archive.org/details/texts?&and[]=Uncle%20Tweazy%20And%20His%20Quizzical%20Neighbours%20A%20Comisatiric%20Novel&and[]=mediatype%3A%22texts%22
2110,Ogle,Nathaniel,Mariamne An Historical Novel Of Palestine,1825,"https://archive.org/details/texts?&and[]=Mariamne%20An%20Historical%20Novel%20Of%20Palestine&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ogle"""
2111,Okeden,Caroline,Felicias Dowry,1866,"https://archive.org/details/texts?&and[]=Felicias%20Dowry&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Okeden"""
2112,Okeden,Caroline,Philip Vaughans Marriage A Novel,1869,"https://archive.org/details/texts?&and[]=Philip%20Vaughans%20Marriage%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Okeden"""
2113,Barker,Matthew,Hamilton King Or The Smuggler And The Dwarf,1839,"https://archive.org/details/texts?&and[]=Hamilton%20King%20Or%20The%20Smuggler%20And%20The%20Dwarf&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Barker"""
2114,Barker,Matthew,Topsailsheet Blocks Or The Naval Foundling,1838,"https://archive.org/details/texts?&and[]=Topsailsheet%20Blocks%20Or%20The%20Naval%20Foundling&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Barker"""
2115,Oliphant,Laurence,Altiora Peto,1890,"https://archive.org/details/texts?&and[]=Altiora%20Peto&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2116,Oliphant,Margaret,A House Divided Against Itself,1886,"https://archive.org/details/texts?&and[]=A%20House%20Divided%20Against%20Itself&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2117,Oliphant,Margaret,A House In Bloomsbury A Novel,1894,"https://archive.org/details/texts?&and[]=A%20House%20In%20Bloomsbury%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2118,Oliphant,Margaret,A Poor Gentleman,1889,"https://archive.org/details/texts?&and[]=A%20Poor%20Gentleman&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2119,Oliphant,Margaret,A Rose In June,1874,"https://archive.org/details/texts?&and[]=A%20Rose%20In%20June&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2120,Oliphant,Margaret,A Son Of The Soil,1865,"https://archive.org/details/texts?&and[]=A%20Son%20Of%20The%20Soil&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2121,Oliphant,Margaret,Agnes,1866,"https://archive.org/details/texts?&and[]=Agnes&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2122,Oliphant,Margaret,At His Gates A Novel,1872,"https://archive.org/details/texts?&and[]=At%20His%20Gates%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2123,Oliphant,Margaret,Carit��,1877,"https://archive.org/details/texts?&and[]=Carit%EF%BF%BD%EF%BF%BD&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2124,Oliphant,Margaret,For Love And Life,1874,"https://archive.org/details/texts?&and[]=For%20Love%20And%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2125,Oliphant,Margaret,Harry Joscelyn,1881,"https://archive.org/details/texts?&and[]=Harry%20Joscelyn&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2126,Oliphant,Margaret,He That Will Not When He May,1880,"https://archive.org/details/texts?&and[]=He%20That%20Will%20Not%20When%20He%20May&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2127,Oliphant,Margaret,Hester A Story Of Contemporary Life,1883,"https://archive.org/details/texts?&and[]=Hester%20A%20Story%20Of%20Contemporary%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2128,Oliphant,Margaret,In Trust The Story Of A Lady And Her Lover,1881,"https://archive.org/details/texts?&and[]=In%20Trust%20The%20Story%20Of%20A%20Lady%20And%20Her%20Lover&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2129,Oliphant,Margaret,Innocent A Tale Of Modern Life,1873,"https://archive.org/details/texts?&and[]=Innocent%20A%20Tale%20Of%20Modern%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2130,Oliphant,Margaret,John A Love Story,1870,"https://archive.org/details/texts?&and[]=John%20A%20Love%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2131,Oliphant,Margaret,Kirsteen The Story Of A Scotch Family Seventy Years Ago,1890,"https://archive.org/details/texts?&and[]=Kirsteen%20The%20Story%20Of%20A%20Scotch%20Family%20Seventy%20Years%20Ago&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2132,Oliphant,Margaret,Lilliesleaf Being A Concluding Series Of Passages In The Life Of Mrs Margaret Maitland Of Sunnyside,1855,"https://archive.org/details/texts?&and[]=Lilliesleaf%20Being%20A%20Concluding%20Series%20Of%20Passages%20In%20The%20Life%20Of%20Mrs%20Margaret%20Maitland%20Of%20Sunnyside&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2133,Oliphant,Margaret,Madam,1884,"https://archive.org/details/texts?&and[]=Madam&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2134,Oliphant,Margaret,Madonna Mary,1867,"https://archive.org/details/texts?&and[]=Madonna%20Mary&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2135,Oliphant,Margaret,May,1873,"https://archive.org/details/texts?&and[]=May&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2136,Oliphant,Margaret,Memoirs And Resolutions Of Adam Graeme Of Mossgray Including Some Chronicles Of The Borough Of Fendie,1852,"https://archive.org/details/texts?&and[]=Memoirs%20And%20Resolutions%20Of%20Adam%20Graeme%20Of%20Mossgray%20Including%20Some%20Chronicles%20Of%20The%20Borough%20Of%20Fendie&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2137,Oliphant,Margaret,Merkland A Story Of Scottish Life,1851,"https://archive.org/details/texts?&and[]=Merkland%20A%20Story%20Of%20Scottish%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2138,Oliphant,Margaret,Miss Marjoribanks,1866,"https://archive.org/details/texts?&and[]=Miss%20Marjoribanks&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2139,Oliphant,Margaret,Mrs Arthur,1877,"https://archive.org/details/texts?&and[]=Mrs%20Arthur&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2140,Oliphant,Margaret,Ombra,1872,"https://archive.org/details/texts?&and[]=Ombra&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2141,Oliphant,Margaret,Phoebe Junior A Last Chronicle Of Carlingford,1876,"https://archive.org/details/texts?&and[]=Phoebe%20Junior%20A%20Last%20Chronicle%20Of%20Carlingford&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2142,Oliphant,Margaret,Salem Chapel,1863,"https://archive.org/details/texts?&and[]=Salem%20Chapel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2143,Oliphant,Margaret,Salem Chapel Chronicles Of Carlingford,1863,"https://archive.org/details/texts?&and[]=Salem%20Chapel%20Chronicles%20Of%20Carlingford&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2144,Oliphant,Margaret,Sir Tom,1883,"https://archive.org/details/texts?&and[]=Sir%20Tom&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2145,Oliphant,Margaret,Squire Arden,1871,"https://archive.org/details/texts?&and[]=Squire%20Arden&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2146,Oliphant,Margaret,The Athelings Or The Three Gifts,1857,"https://archive.org/details/texts?&and[]=The%20Athelings%20Or%20The%20Three%20Gifts&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2147,Oliphant,Margaret,The Days Of My Life An Autobiography,1857,"https://archive.org/details/texts?&and[]=The%20Days%20Of%20My%20Life%20An%20Autobiography&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2148,Oliphant,Margaret,The Dukes Daughter And The Fugitives,1890,"https://archive.org/details/texts?&and[]=The%20Dukes%20Daughter%20And%20The%20Fugitives&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2149,Oliphant,Margaret,The Greatest Heiress In England,1880,"https://archive.org/details/texts?&and[]=The%20Greatest%20Heiress%20In%20England&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2150,Oliphant,Margaret,The House On The Moor,1861,"https://archive.org/details/texts?&and[]=The%20House%20On%20The%20Moor&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2151,Oliphant,Margaret,The Ladies Lindores,1883,"https://archive.org/details/texts?&and[]=The%20Ladies%20Lindores&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2152,Oliphant,Margaret,The Laird Of Norlaw A Scottish Story,1858,"https://archive.org/details/texts?&and[]=The%20Laird%20Of%20Norlaw%20A%20Scottish%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2153,Oliphant,Margaret,The Last Of The Mortimers A Story In Two Voices,1862,"https://archive.org/details/texts?&and[]=The%20Last%20Of%20The%20Mortimers%20A%20Story%20In%20Two%20Voices&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2154,Oliphant,Margaret,The Ministers Wife,1869,"https://archive.org/details/texts?&and[]=The%20Ministers%20Wife&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2155,Oliphant,Margaret,The Perpetual Curate,1864,"https://archive.org/details/texts?&and[]=The%20Perpetual%20Curate&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2156,Oliphant,Margaret,The Primrose Path A Chapter In The Annals Of The Kingdom Of Fife,1878,"https://archive.org/details/texts?&and[]=The%20Primrose%20Path%20A%20Chapter%20In%20The%20Annals%20Of%20The%20Kingdom%20Of%20Fife&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2157,Oliphant,Margaret,The Prodigals And Their Inheritance,1885,"https://archive.org/details/texts?&and[]=The%20Prodigals%20And%20Their%20Inheritance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2158,Oliphant,Margaret,The Second Son,1888,"https://archive.org/details/texts?&and[]=The%20Second%20Son&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2159,Oliphant,Margaret,The Son Of His Father,1886,"https://archive.org/details/texts?&and[]=The%20Son%20Of%20His%20Father&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2160,Oliphant,Margaret,The Sorceress A Novel,1893,"https://archive.org/details/texts?&and[]=The%20Sorceress%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2161,Oliphant,Margaret,The Three Brothers,1870,"https://archive.org/details/texts?&and[]=The%20Three%20Brothers&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2162,Oliphant,Margaret,The Wizards Son A Novel,1884,"https://archive.org/details/texts?&and[]=The%20Wizards%20Son%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2163,Oliphant,Margaret,Whiteladies,1875,"https://archive.org/details/texts?&and[]=Whiteladies&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2164,Oliphant,Margaret,Within The Precincts,1879,"https://archive.org/details/texts?&and[]=Within%20The%20Precincts&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2165,Oliphant,Margaret,Young Musgrave,1877,"https://archive.org/details/texts?&and[]=Young%20Musgrave&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2166,Oliphant,Margaret,Zaidee A Romance,1856,"https://archive.org/details/texts?&and[]=Zaidee%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Oliphant"""
2167,Ollier,Charles,Ferrers A Romance Of The Reign Of George The Second,1842,"https://archive.org/details/texts?&and[]=Ferrers%20A%20Romance%20Of%20The%20Reign%20Of%20George%20The%20Second&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ollier"""
2168,Ollive,John,Rothery Selfert Qc,1877,"https://archive.org/details/texts?&and[]=Rothery%20Selfert%20Qc&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Ollive"""
2169,Opie,Amelia,Adeline Mowbray Or The Mother And Daughter,1805,"https://archive.org/details/texts?&and[]=Adeline%20Mowbray%20Or%20The%20Mother%20And%20Daughter&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Opie"""
2170,Opie,Amelia,Madeline A Tale,1822,"https://archive.org/details/texts?&and[]=Madeline%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Opie"""
2171,Opie,Amelia,New Tales,1818,"https://archive.org/details/texts?&and[]=New%20Tales&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Opie"""
2172,Opie,Amelia,Simple Tales,1806,"https://archive.org/details/texts?&and[]=Simple%20Tales&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Opie"""
2173,Opie,Amelia,Tales Of Real Life,1813,"https://archive.org/details/texts?&and[]=Tales%20Of%20Real%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Opie"""
2174,Opie,Amelia,Tales Of The Heart,1820,"https://archive.org/details/texts?&and[]=Tales%20Of%20The%20Heart&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Opie"""
