verb,coeff,rsquared,tvalue
wants,0.5743548744419693,0.28071531999498744,36.03913104992348
was,0.7996295734008774,0.7850280218703058,110.24104264673981
watched,0.5172423310767695,0.36901489325474723,44.11680489853634
went,0.9294593575992445,0.7876558899362202,111.10658819118802
wept,0.14043352054972336,0.1988395639406647,28.739771620356844
were,0.5587552089428882,0.2974612437568276,37.538050116464035
whispered,0.41090519684451465,0.4138735213360607,48.47633847692974
will,0.4139531275446356,0.1762786397025028,26.68709736175276
wish,0.4641116234771441,0.3134380064782599,38.97872309347304
wished,0.7095923292938346,0.5986079536057822,70.44959794623527
wore,0.4536720426561801,0.3117972335770537,38.830195809704605
would,0.5444482450062739,0.3360612998609813,41.04279404607345
write,0.509471340643944,0.2598809909376104,34.184413765575655
written,0.5106412877099604,0.21529075462158886,30.216903949470527
wrote,0.6638337851864049,0.3832974351462115,45.480134258281666
